ID,Film Name,Date,Genres,Top Actors,Director,Writer,Creator (If writer isn't found)Book,Budget,Gross US,Gross World,Rating,Votes
tt0084637,The Scarlet Pimpernel,1982,Action | Drama | Romance,Anthony Andrews | Jane Seymour | Ian McKellen | James Villiers,Clive Donner,William Bast,NotFound,[],NotFound,NotFound,NotFound," 7,6", 4872 votes
tt5575678,Love in the Moonlight,19962016,Comedy | Drama | History,Park Bo-gum | Kim Yoo-jeong | Kwak Dong-yeon | Chae Soo-bin,Sung-Yoon Kim,Min-Jung Kim,NotFound,[],NotFound,NotFound,NotFound," 7,8", 3441 votes
tt0363226,The Blind Swordsman: Zatoichi,2003,Action | Comedy | Crime,Takeshi Kitano | Tadanobu Asano | Michiyo Yasuda | Taka Guadalcanal,Takeshi Kitano,Takeshi Kitano,NotFound,[],NotFound,NotFound,NotFound," 7,5", 50198 votes
tt0095652,Monkey Shines,1988,Drama | Horror | Sci-Fi,Jason Beghe | John Pankow | Kate McNeil | Joyce Van Patten,George A. Romero,Michael Stewart,NotFound,['Monkey Shines'],"$7 000 000
","$5 344 577
","$5 344 577
"," 6,2", 12284 votes
tt0083336,Wolfen,1981,Horror | Thriller,Albert Finney | Diane Venora | Edward James Olmos | Gregory Hines,Michael Wadleigh,Whitley Strieber,NotFound,[],"$17 000 000
","$10 626 725
","$10 626 725
"," 6,3", 10774 votes
tt0079700,The Passage,1979,Action | Drama | War,Anthony Quinn | James Mason | Malcolm McDowell | Patricia Neal,J. Lee Thompson,Bruce Nicolaysen,NotFound,['Perilous Passage'],NotFound,NotFound,NotFound, 6, 2028 votes
tt0417001,Must Love Dogs,2005,Comedy | Romance,Diane Lane | John Cusack | Elizabeth Perkins | Christopher Plummer,Gary David Goldberg,Claire Cook,NotFound,[],"$30 000 000
","$43 894 863
","$58 231 520
"," 5,9", 32335 votes
tt3026488,Alone in Berlin,2016,Drama | History | War,Emma Thompson | Brendan Gleeson | Daniel Brühl | Mikael Persbrandt,Vincent Perez,Achim von Borries,NotFound,[],NotFound,NotFound,NotFound," 6,5", 9476 votes
tt0433416,The Namesake,2006,Drama,Kal Penn | Tabu | Irrfan Khan | Jacinda Barrett,Mira Nair,Sooni Taraporevala,NotFound,[],"$9 500 000
","$13 569 248
","$20 354 321
"," 7,5", 21004 votes
tt0044557,Don't Bother to Knock,1952,Drama | Film-Noir | Mystery,Richard Widmark | Marilyn Monroe | Anne Bancroft | Donna Corcoran,Roy Ward Baker,Daniel Taradash,NotFound,[],NotFound,NotFound,NotFound," 6,8", 7736 votes
tt0113347,How to Make an American Quilt,1995,Comedy | Drama | Romance,Kaelynn Craddick | Sara Craddick | Kate Capshaw | Adam Baldwin,Jocelyn Moorhouse,Whitney Otto,NotFound,[],"$10 000 000
","$23 600 020
","$41 200 020
"," 6,3", 12059 votes
tt7572868,The Name of the Rose,20192019,Drama | History | Mystery,John Turturro | Rupert Everett | Damian Hardung | Fabrizio Bentivoglio,Giacomo Battiato,Giacomo Battiato,NotFound,[],NotFound,NotFound,NotFound," 6,9", 4182 votes
tt2764784,Phoenix,,Drama | History | Music,Nina Hoss | Ronald Zehrfeld | Nina Kunzendorf | Trystan Pütter,Christian Petzold,Christian Petzold,NotFound,[],NotFound,NotFound,NotFound," 7,3", 19394 votes
tt1441940,Broken,,Drama | Romance,Charlie Booty | Lily James | Tim Roth | Eloise Laurence,Rufus Norris,Daniel Clay,NotFound,[],NotFound,NotFound,NotFound," 7,2", 14442 votes
tt2321405,My Life as a Zucchini,2016,Animation | Comedy | Drama,Gaspard Schlatter | Sixtine Murat | Paulin Jaccoud | Michel Vuillermoz,Claude Barras,Céline Sciamma,NotFound,[],"€6 500 000
","$309 766
","$5 873 157
"," 7,7", 26526 votes
tt0091480,Manon of the Spring,1986,Drama | Romance,Yves Montand | Daniel Auteuil | Emmanuelle Béart | Hippolyte Girardot,Claude Berri,Marcel Pagnol,NotFound,[],NotFound,NotFound,NotFound, 8, 22901 votes
tt0117496,Robinson Crusoe,1997,Adventure | Drama,Pierce Brosnan | William Takaku | Polly Walker | Ian Hart,Rod Hardy,Daniel Defoe,NotFound,['The Life and Adventures of Robinson Crusoe'],NotFound,NotFound,NotFound," 5,9", 12764 votes
tt0149624,All the Pretty Horses,2000,Drama | Romance | Western,Matt Damon | Henry Thomas | Penélope Cruz | Angelina Torres,Billy Bob Thornton,Cormac McCarthy,NotFound,[],"$57 000 000
","$15 540 353
","$18 133 495
"," 5,8", 15229 votes
tt21963650,"Belascoarán, PI",2022,Crime | Mystery | Thriller,Luis Gerardo Méndez | Paulina Gaitan | Irene Azuela | Silverio Palacios,NotFound,NotFound,Rodrigo Santos,NotFound,NotFound,NotFound,NotFound," 7,4", 1150 votes
tt0117364,The Portrait of a Lady,1996,Drama | Romance,Nicole Kidman | John Malkovich | Barbara Hershey | Mary-Louise Parker,Jane Campion,Henry James,NotFound,[],NotFound,NotFound,NotFound," 6,2", 12156 votes
tt0058700,The Last Man on Earth,1964,Drama | Horror | Sci-Fi,Vincent Price | Franca Bettoia | Emma Danieli | Giacomo Rossi Stuart,Ubaldo Ragona,Richard Matheson,NotFound,[],NotFound,NotFound,NotFound," 6,7", 20134 votes
tt1407084,Twelve,2010,Action | Drama | Thriller,Chace Crawford | Rory Culkin | Philip Ettinger | Esti Ginzburg,Joel Schumacher,Jordan Melamed,NotFound,[],"$5 000 000
","$183 920
","$2 648 195
"," 5,6", 12398 votes
tt2160105,I Still See You,2018,Fantasy | Horror | Sci-Fi,Bella Thorne | Richard Harmon | Dermot Mulroney | Amy Price-Francis,Scott Speer,Jason Fuchs,NotFound,[],NotFound,NotFound,NotFound," 5,8", 10579 votes
tt0029162,Lost Horizon,1937,Adventure | Drama | Fantasy,Ronald Colman | Jane Wyatt | Edward Everett Horton | John Howard,Frank Capra,Robert Riskin,NotFound,[],NotFound,NotFound,NotFound," 7,6", 13590 votes
tt0120520,The Wings of the Dove,1997,Drama | Romance,Helena Bonham Carter | Linus Roache | Alex Jennings | Charlotte Rampling,Iain Softley,Henry James,NotFound,[],NotFound,NotFound,NotFound," 7,1", 12627 votes
tt23334464,10 Days of a Good Man,2023,Crime | Drama | Mystery,Nejat Isler | Ilayda Alisan | Nur Fettahoglu | Ilayda Akdogan,Uluç Bayraktar,Mehmet Eroglu,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt9783730,On the Come Up,2022,Comedy | Drama | Music,Jamila Gray | Noa Dior Rucker | Sanaa Lathan | Michael Cooper Jr.,Sanaa Lathan,Kay Oyegun,NotFound,[],NotFound,NotFound,NotFound," 5,6", 547 votes
tt3186162,Eye Candy,20152015,Crime | Drama | Horror,Victoria Justice | Casey Deidrick | Harvey Guillén | Marcus Callender,NotFound,NotFound,Christian Taylor,NotFound,NotFound,NotFound,NotFound, 7, 7476 votes
tt0179061,The Worst Witch,19982001,Adventure | Comedy | Drama,Kate Duchêne | Emma Brown | Clare Coulter | Claire Porter,Andrew Morgan,Martin Riley,NotFound,[],NotFound,NotFound,NotFound," 7,2", 1651 votes
tt0940656,Arthur 3: The War of the Two Worlds,2010,Animation | Adventure | Family,Mia Farrow | Ron Crawford | Robert Stanton | Penny Balfour,Luc Besson,Luc Besson,NotFound,[],NotFound,NotFound,NotFound," 5,4", 9568 votes
tt0169458,Le juge est une femme,19932022,Crime | Drama,Marine Delterme | Jean-Michel Tinivelli | Guillaume Carcaud | Daniel-Jean Colloredo,René Manzor,Claire Alexandrakis,NotFound,[],NotFound,NotFound,NotFound," 5,5", 227 votes
tt2180994,A Good Marriage,2014,Crime | Drama | Thriller,Joan Allen | Anthony LaPaglia | Stephen Lang | Cara Buono,Peter Askin,Stephen King,NotFound,[],NotFound,NotFound,NotFound," 5,3", 12020 votes
tt2402137,Legends,20142015,Action | Crime | Drama,Sean Bean | Morris Chestnut | Ali Larter | Tina Majorino,NotFound,NotFound,Howard Gordon,NotFound,NotFound,NotFound,NotFound," 7,4", 13278 votes
tt0073526,Peeper,1975,Comedy | Crime | Mystery,Michael Caine | Natalie Wood | Kitty Winn | Michael Constantine,Peter Hyams,Keith Laumer,NotFound,['Deadfall'],NotFound,NotFound,NotFound," 5,6", 838 votes
tt0039217,The Brasher Doubloon,1947,Crime | Drama | Film-Noir,George Montgomery | Nancy Guild | Conrad Janis | Roy Roberts,John Brahm,Dorothy Bennett,NotFound,[],NotFound,NotFound,NotFound," 6,5", 1189 votes
tt8436026,A Fortunate Man,2018,Drama | Romance,Esben Smed | Katrine Greis-Rosenthal | Benjamin Kitter | Julie Christiansen,Bille August,Anders Frithiof August,NotFound,[],NotFound,NotFound,NotFound," 7,2", 6637 votes
tt0054749,Two Women,1960,Drama | War,Sophia Loren | Jean-Paul Belmondo | Eleonora Brown | Carlo Ninchi,Vittorio De Sica,Alberto Moravia,NotFound,[],NotFound,NotFound,NotFound," 7,8", 11504 votes
tt2235372,Son of the South,2020,Biography | Drama,Lucas Till | Jim Klock | Michael Sirow | Jake Abel,Barry Alexander Brown,Barry Alexander Brown,NotFound,[],NotFound,NotFound,NotFound," 6,2", 2072 votes
tt0095626,Messenger of Death,1988,Action | Crime | Mystery,Charles Bronson | Trish Van Devere | Laurence Luckinbill | Daniel Benzali,J. Lee Thompson,Rex Burns,NotFound,['The Avenging Angel'],NotFound,NotFound,NotFound," 5,4", 3064 votes
tt0051433,The Bravados,1958,Drama | Western,Gregory Peck | Joan Collins | Stephen Boyd | Albert Salmi,Henry King,Philip Yordan,NotFound,[],NotFound,NotFound,NotFound, 7, 5960 votes
tt0060164,The Bible: In the Beginning...,1966,Drama | Family,Michael Parks | Ulla Bergryd | Richard Harris | John Huston,John Huston,Christopher Fry,NotFound,[],NotFound,NotFound,NotFound," 6,2", 5700 votes
tt2674358,The Hunter's Prayer,2017,Action | Thriller,Martin Compston | Tina Maskell | Eben Young | Stephanie Dooley,Jonathan Mostow,John Brancato,NotFound,[],NotFound,NotFound,NotFound," 5,5", 9860 votes
tt0087924,Miss Marple: A Pocketful of Rye,19851985,Crime | Drama | Mystery,Joan Hickson | Fabia Drake | Stacy Dorning | Martyn Stanbridge,Guy Slater,T.R. Bowen,NotFound,[],NotFound,NotFound,NotFound," 7,6", 2086 votes
tt8178486,Earthquake Bird,2019,Crime | Drama | Mystery,Alicia Vikander | Kiki Sukezane | Kenichi Masuda | Chiaki Kawamo,Wash Westmoreland,Susanna Jones,NotFound,[],NotFound,NotFound,NotFound," 5,9", 15056 votes
tt0108432,Ocean Waves,1993,Animation | Drama | Romance,Nobuo Tobita | Toshihiko Seki | Yoko Sakamoto | Yuri Amano,Tomomi Mochizuki,Saeko Himuro,NotFound,[],NotFound,NotFound,NotFound," 6,6", 18073 votes
tt0052902,The Horse Soldiers,1959,Adventure | Romance | War,John Wayne | William Holden | Constance Towers | Judson Pratt,John Ford,John Lee Mahin,NotFound,[],NotFound,NotFound,NotFound," 7,1", 10856 votes
tt0078259,The Shout,1978,Drama | Horror,Alan Bates | Susannah York | John Hurt | Robert Stephens,Jerzy Skolimowski,Robert Graves,NotFound,[],NotFound,NotFound,NotFound," 6,6", 4644 votes
tt2303367,Dirk Gently,20102012,Comedy | Crime | Mystery,Stephen Mangan | Darren Boyd | Lisa Jackson | Jason Watkins,NotFound,NotFound,Howard Overman,NotFound,NotFound,NotFound,NotFound," 7,6", 3323 votes
tt0050882,Raintree County,1957,Drama | Romance | War,Montgomery Clift | Elizabeth Taylor | Eva Marie Saint | Nigel Patrick,Edward Dmytryk,Millard Kaufman,NotFound,[],NotFound,NotFound,NotFound," 6,3", 4041 votes
tt0158466,Anne of Green Gables: The Continuing Story,20002000,Drama | Family | Romance,Megan Follows | Jonathan Crombie | Schuyler Grant | Patricia Hamilton,Stefan Scaini,Jeff Boulton,NotFound,[],NotFound,NotFound,NotFound," 6,8", 4789 votes
tt0037761,Hangover Square,1945,Crime | Drama | Music,Laird Cregar | Linda Darnell | George Sanders | Glenn Langan,John Brahm,Barré Lyndon,NotFound,[],NotFound,NotFound,NotFound," 7,4", 3580 votes
tt0089606,My Life as a Dog,1985,Drama | Comedy,Anton Glanzelius | Tomas von Brömssen | Anki Lidén | Melinda Kinnaman,Lasse Hallström,Reidar Jönsson,NotFound,[],NotFound,NotFound,NotFound," 7,6", 21602 votes
tt1699128,Drifters,2011,Comedy | Drama | Romance,Andrea Bosca | Miriam Giovanelli | Claudio Santamaria | Michele Riondino,Matteo Rovere,Sandro Veronesi,NotFound,[],NotFound,NotFound,NotFound," 5,4", 851 votes
tt4426738,Animals,,Comedy | Drama,Holliday Grainger | Alia Shawkat | Amy Molloy | Kwaku Fortune,Sophie Hyde,Emma Jane Unsworth,NotFound,[],NotFound,NotFound,NotFound," 6,1", 2133 votes
tt4877736,BrainDead,20162016,Comedy | Drama | Horror,Mary Elizabeth Winstead | Danny Pino | Aaron Tveit | Tony Shalhoub,NotFound,NotFound,Michelle King,NotFound,NotFound,NotFound,NotFound, 8, 11505 votes
tt18347622,Bodie,NotFound,Crime | Drama | History,Stephen Graham | Kyle Soller | Shira Haas | Synnove Karlsen,NotFound,NotFound,Paul Tomalin,NotFound,NotFound,NotFound,NotFound,NotFound,NotFound
tt0075675,The American Friend,1977,Crime | Drama | Mystery,Dennis Hopper | Bruno Ganz | Lisa Kreuzer | Gérard Blain,Wim Wenders,Patricia Highsmith,NotFound,"[""Ripley's Game""]",NotFound,NotFound,NotFound," 7,4", 17068 votes
tt0041268,Criss Cross,1949,Crime | Drama | Film-Noir,Burt Lancaster | Yvonne De Carlo | Dan Duryea | Stephen McNally,Robert Siodmak,Daniel Fuchs,NotFound,[],NotFound,NotFound,NotFound," 7,4", 8893 votes
tt3301314,Dr. Bird's Advice for Sad Poets,2021,Comedy | Drama | Mystery,Lucas Jade Zumann | Michael H. Cole | Roger Dale Floyd | YaYa Gosselin,Yaniv Raz,Yaniv Raz,NotFound,[],NotFound,NotFound,NotFound," 6,1", 852 votes
tt10062338,Earwig,2021,Drama | Fantasy | Horror,Paul Hilton | Romane Hemelaers | Romola Garai | Alex Lawther,Lucile Hadzihalilovic,Brian Catling,NotFound,[],NotFound,NotFound,NotFound," 5,4", 1047 votes
tt0210382,The Weight of Water,2000,Crime | Drama | Mystery,Ciarán Hinds | Richard Donat | Sarah Polley | Ulrich Thomsen,Kathryn Bigelow,Anita Shreve,NotFound,[],"$16 000 000
","$109 130
","$321 279
"," 5,8", 9748 votes
tt0099587,Flight of the Intruder,1991,Action | Drama | Thriller,Danny Glover | Willem Dafoe | Brad Johnson | Rosanna Arquette,John Milius,Stephen Coonts,NotFound,[],"$35 000 000
","$14 587 732
","$14 587 732
"," 5,7", 7339 votes
tt7736544,3Below: Tales of Arcadia,20182019,Animation | Action | Adventure,Tatiana Maslany | Diego Luna | Nick Offerman | Frank Welker,NotFound,NotFound,Guillermo del Toro,NotFound,NotFound,NotFound,NotFound," 7,7", 6541 votes
tt0406046,The Magic of Ordinary Days,2005,Drama,Keri Russell | Skeet Ulrich | Mare Winningham | Tania Gunadi,Brent Shields,Ann Howard Creel,NotFound,[],NotFound,NotFound,NotFound," 7,5", 5022 votes
tt0074258,Burnt Offerings,1976,Horror | Mystery | Thriller,Karen Black | Oliver Reed | Burgess Meredith | Eileen Heckart,Dan Curtis,Robert Marasco,NotFound,[],NotFound,NotFound,NotFound," 6,4", 12435 votes
tt0090490,"North & South: Book 2, Love & War",19861986,Drama | History | Romance,Kirstie Alley | David Carradine | Philip Casnoff | Mary Crosby,NotFound,NotFound,Douglas Heyes,NotFound,NotFound,NotFound,NotFound, 8, 5848 votes
tt0116684,Jane Eyre,1996,Drama | Romance,Anna Paquin | Nic Knight | Nicola Howard | Sasha Graff,Franco Zeffirelli,Charlotte Brontë,NotFound,[],NotFound,NotFound,NotFound," 6,8", 9835 votes
tt1648216,Three Steps Above Heaven,2010,Action | Drama | Romance,Mario Casas | María Valverde | Álvaro Cervantes | Marina Salas,Fernando González Molina,Federico Moccia,NotFound,[],NotFound,NotFound,NotFound," 6,8", 27007 votes
tt12847812,Everything Went Fine,2021,Drama,Sophie Marceau | André Dussollier | Géraldine Pailhas | Charlotte Rampling,François Ozon,Emmanuèle Bernheim,NotFound,[],NotFound,NotFound,NotFound," 6,8", 2131 votes
tt0074512,Family Plot,1976,Comedy | Crime | Drama,Karen Black | Bruce Dern | Barbara Harris | William Devane,Alfred Hitchcock,Ernest Lehman,NotFound,[],NotFound,NotFound,NotFound," 6,8", 23745 votes
tt1259574,Red Riding: The Year of Our Lord 1974,2009,Crime | Drama | History,Andrew Garfield | David Morrissey | John Henshaw | Anthony Flanagan,Julian Jarrold,Tony Grisoni,NotFound,[],"$9 000 000
","$151 644
","$151 644
"," 6,9", 13203 votes
tt0065032,The Stalking Moon,1968,Drama | Western,Gregory Peck | Eva Marie Saint | Robert Forster | Noland Clay,Robert Mulligan,Alvin Sargent,NotFound,[],NotFound,NotFound,NotFound," 6,6", 2873 votes
tt0080907,The Hunter,1980,Action | Biography | Comedy,Steve McQueen | Eli Wallach | Kathryn Harrold | LeVar Burton,Buzz Kulik,Ted Leighton,NotFound,[],NotFound,NotFound,NotFound," 6,2", 6506 votes
tt3390892,The Last Tycoon,20162017,Drama,Matt Bomer | Kelsey Grammer | Lily Collins | Dominique McElligott,NotFound,NotFound,Billy Ray,NotFound,NotFound,NotFound,NotFound," 7,6", 5332 votes
tt0090248,Vampire Hunter D,1985,Animation | Action | Fantasy,Kaneto Shiozawa | Michie Tomizawa | Seizô Katô | Satoko Kifuji,Toyoo Ashida,Hideyuki Kikuchi,NotFound,"[""Kyuuketsuki Hantaa 'D'""]",NotFound,NotFound,NotFound," 7,1", 16303 votes
tt10059166,Washington Blac,NotFound,Drama,Tom Ellis | Billy Boyd | Rupert Graves | Julian Rhind-Tutt,Wanuri Kahiu,Esi Edugyan,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt0824758,The Last Station,2009,Biography | Drama | Romance,Helen Mirren | Christopher Plummer | Paul Giamatti | James McAvoy,Michael Hoffman,Michael Hoffman,NotFound,[],"$18 000 000
","$6 617 867
","$20 554 320
"," 6,9", 18774 votes
tt0101465,Black Robe,1991,Adventure | Drama | War,Lothaire Bluteau | Aden Young | Sandrine Holt | August Schellenberg,Bruce Beresford,Brian Moore,NotFound,[],NotFound,NotFound,NotFound," 7,1", 7359 votes
tt0049934,War and Peace,1956,Drama | Romance | War,Audrey Hepburn | Henry Fonda | Mel Ferrer | Vittorio Gassman,King Vidor,Lev Tolstoy,NotFound,[],NotFound,NotFound,NotFound," 6,7", 10301 votes
tt0079833,Lupin III: The Castle of Cagliostro,1979,Animation | Action | Adventure,Yasuo Yamada | Eiko Masuyama | Kiyoshi Kobayashi | Makio Inoue,Hayao Miyazaki,Monkey Punch,NotFound,[],NotFound,NotFound,NotFound," 7,6", 31458 votes
tt2334733,Madame Bovary,2014,Drama | Romance,Mia Wasikowska | Rhys Ifans | Ezra Miller | Logan Marshall-Green,Sophie Barthes,Felipe Marino,NotFound,[],NotFound,NotFound,NotFound," 5,7", 8510 votes
tt1134629,The Private Lives of Pippa Lee,2009,Comedy | Drama | Romance,Robin Wright | Mike Binder | Alan Arkin | Winona Ryder,Rebecca Miller,Rebecca Miller,NotFound,[],NotFound,NotFound,NotFound," 6,3", 13833 votes
tt0098090,The Phantom of the Opera,1989,Drama | Horror | Music,Robert Englund | Jill Schoelen | Alex Hyde-White | Bill Nighy,Dwight H. Little,Gaston Leroux,NotFound,[],NotFound,NotFound,NotFound," 5,4", 4261 votes
tt21276878,You Are SO Not Invited to My Bat Mitzvah,NotFound,Comedy,Adam Sandler | Jackie Sandler | Luis Guzmán | Idina Menzel,Sammi Cohen,Alison Peck,NotFound,[],NotFound,NotFound,NotFound,NotFound,NotFound
tt5208216,Wonderstruck,2017,Adventure | Drama | Mystery,Millicent Simmonds | Julianne Moore | Cory Michael Smith | James Urbaniak,Todd Haynes,Brian Selznick,NotFound,[],NotFound,NotFound,NotFound," 6,2", 10582 votes
tt0077904,The Manitou,1978,Horror | Sci-Fi,Tony Curtis | Michael Ansara | Susan Strasberg | Stella Stevens,William Girdler,Graham Masterton,NotFound,['The Manitou'],NotFound,NotFound,NotFound," 5,3", 3005 votes
tt0125971,Outside Providence,1999,Comedy | Drama | Romance,Shawn Hatosy | Tommy Bone | Samantha Lavigne | Jonathan Brandis,Michael Corrente,Peter Farrelly,NotFound,[],"$7 000 000
","$7 302 522
","$7 302 522
"," 6,4", 9055 votes
tt0072037,Scent of a Woman,1974,Comedy | Drama,Vittorio Gassman | Alessandro Momo | Agostina Belli | Moira Orfei,Dino Risi,Giovanni Arpino,NotFound,['Il buio e il miele'],NotFound,NotFound,NotFound," 7,5", 4702 votes
tt0093543,Mio in the Land of Faraway,1987,Adventure | Family | Fantasy,Nick Pickard | Christian Bale | Timothy Bottoms | Susannah York,Vladimir Grammatikov,William Aldridge,NotFound,[],NotFound,NotFound,NotFound," 6,3", 5703 votes
tt6623682,Rebecka Martinsson,2017,Crime | Drama | Mystery,Eva Melander | Jakob Öhrman | Ardalan Esmaili | Thomas Oredsson,Fredrik Edfeldt,Åsa Larsson,NotFound,[],NotFound,NotFound,NotFound," 7,1", 2935 votes
tt5970844,Thugs of Hindostan,2018,Action | Adventure,Aamir Khan | Amitabh Bachchan | Katrina Kaif | Lloyd Owen,Vijay Krishna Acharya,Vijay Krishna Acharya,NotFound,[],"$20 000 000
","$1 449 848
","$39 570 044
", 4, 21287 votes
tt0039545,Lady in the Lake,1946,Crime | Film-Noir | Mystery,Robert Montgomery | Audrey Totter | Lloyd Nolan | Tom Tully,Robert Montgomery,Steve Fisher,NotFound,[],NotFound,NotFound,NotFound," 6,5", 5814 votes
tt0053290,Solomon and Sheba,1959,Drama | History | Romance,Yul Brynner | Gina Lollobrigida | George Sanders | Marisa Pavan,King Vidor,Crane Wilbur,NotFound,[],NotFound,NotFound,NotFound," 6,1", 3509 votes
tt2197797,666 Park Avenue,20122013,Drama | Fantasy | Horror,Rachael Taylor | Dave Annable | Robert Buckley | Samantha Logan,NotFound,NotFound,David Wilcox,NotFound,NotFound,NotFound,NotFound," 6,8", 18093 votes
